1,    4.326918,15
2,    1.312033,15
3,   -1.437691,15
4,   -3.779452,15
5,   -5.560110,13
6,   -6.513036,10
7,   -6.936069,6
8,    0.000000,582
9,28797.937500,0
10,    0.000000,0
11,************,0
12,    0.000000,0
13,28672.000000,1189135280
14,    0.000000,582
15,    0.000000,1
16,    0.000000,0
17,    0.000000,6
18,    0.000000,1
19,    4.326918,9
20,    0.000000,14
21,    0.000153,538976305
22,    0.000000,538976288
23,    0.000000,538976288
24,    0.000000,538976288
25,    0.000000,538976288
26,    0.000000,538976288
27,    0.000000,538976288
28,    0.000000,538976288
29,    0.000000,538976288
30,    0.000000,538976288
31,    0.000000,538976288
32,    0.000000,538976288
33,    0.000000,8224
34,    0.000000,0
35,    0.000000,1189086232
36,    0.000000,582
37,    0.000000,538981681
38,    0.000000,538976288
39,    0.000000,538976288
40,    0.000000,538976288
41,    0.000000,538976288
42,    0.000000,538976288
43,    0.000000,538976288
44,    0.000000,538976288
45,    0.000000,538976288
46,    0.000000,538976288
47,************,538976288
48,    0.000000,538976288
49,    0.000000,960176160
50,    0.000000,84
51,    0.000000,2123607280
52,    0.000000,32765
53,    0.000000,808463921
54,    0.000000,538976304
55,    0.000000,538976288
56,    0.000000,538976288
57,    0.000000,538976288
58,    0.000000,538976288
59,    0.000000,538976288
60,    0.000000,538976288
61,    0.000000,538976288
62,    0.000000,538976288
63,    0.000000,538976288
64,    0.000000,538976288
65,    0.000000,2123571232
66,    0.000000,32765
67,    0.000000,1189103320
68,    0.000000,582
69,    0.000000,808529456
70,    0.000000,538976304
71,    0.000000,538976288
72,    0.000000,538976288
73,    0.000000,538976288
74,    0.000000,538976288
75,28672.000000,538976288
76,    0.000000,538976288
77,    0.000000,538976288
78,    0.000000,538976288
79,    0.000000,538976288
80,    0.000000,538976288
81,    0.000000,8224
82,    0.000000,0
83,    0.000000,6422626
84,    0.000000,0
85,    0.000000,1195835520
86,    0.000000,582
87,    0.000000,-1
88,    0.000000,-1
89,28769.843750,4
90,    0.000000,0
91,    0.000000,0
92,    0.000000,257
93,    0.000000,4
94,    0.000000,0
95,    0.000000,1
96,    0.000000,0
97,    0.000000,1
98,    0.000000,0
99,    0.000000,15
100,    0.000000,0
101,    0.000000,1852387118
102,    0.000000,796161392
103,    0.000000,792015182
104,    0.000000,741748008
105,    0.000000,677325106
106,    0.000000,691416114
107,    0.000000,892423775
108,    0.000000,1954051118
109,    0.000000,538976288
110,    0.000000,538976288
111,28674.046875,538976288
112,    0.000000,538976288
113,    0.000000,538976288
114,    0.000000,538976288
115,    0.000000,538976288
116,    0.000000,538976288
117,    0.000000,538976288
118,    0.000000,538976288
119,    0.000000,538976288
120,    0.000000,538976288
121,    0.000000,538976288
122,    0.000000,538976288
123,    0.000000,538976288
124,    0.000000,538976288
125,    0.000178,538976288
126,    0.000000,84
127,************,0
128,    0.000000,1
129,    0.000000,1192400864
130,    0.000000,582
131,    0.000000,-1
132,    0.000000,-1
133,    0.000000,4
134,    0.000000,0
135,    0.000000,0
136,    0.000000,257
137,    0.000000,4
138,    0.000000,0
139,    0.000000,1
140,    0.000000,0
141,************,1
142,    0.000000,0
143,28707.421875,1
144,    0.000000,0
145,    0.000000,1970220846
146,    0.000000,1953853556
147,    0.000000,1936028207
148,    0.000000,1601465461
149,    0.000000,828323121
150,    0.000000,808464430
151,    0.000000,825110623
152,    0.000000,677326896
153,    0.000000,841758253
154,    0.000000,841506601
155,    0.000000,1596536364
156,    0.000000,775237966
157,    0.000000,544503924
158,    0.000000,538976288
159,    0.000000,538976288
160,    0.000000,538976288
161,50944.500000,538976288
162,    0.000000,538976288
163,         NaN,538976288
164,         NaN,538976288
165,    0.000000,538976288
166,    0.000000,538976288
167,    0.000000,538976288
168,    0.000000,538976288
169,    0.000000,538976288
170,    0.000000,0
171,    0.000000,4
172,    0.000000,0
173,    0.000000,1
174,    0.000000,1
175,    0.000000,1
176,    0.000000,1
177,************,1
178,    0.000000,1
179,    0.000000,1
180,    0.000000,1
181,    0.000000,1
182,    0.000000,1
183,    0.000001,1
184,************,1
185,    0.000000,1
186,    0.000000,1
187,    0.000000,1
188,    0.000000,1
189,    0.000000,0
190,    0.000000,1
191,    0.000000,2
192,    0.000000,3
193,    0.000000,4
194,    0.000000,5
195,    0.000000,6
196,    0.000000,7
197,    0.000000,8
198,    0.000000,9
199,    0.000000,10
200,    0.000000,11
201,    0.000000,12
202,    0.000000,13
203,    0.000000,14
204,    0.000000,15
205,37527.875000,0
206,    0.000000,0
207,         NaN,1
208,         NaN,3
209,    0.000000,6
210,    0.000000,10
211,    0.000000,15
212,    0.000000,21
213,    0.000000,28
214,    0.000000,36
215,    0.000000,45
216,    0.000000,55
217,    0.000000,66
218,    0.000000,78
219,    0.000000,91
220,    0.000000,105
221,************,0
222,************,0
223,************,0
224,************,1
225,    0.000000,4
226,    0.000000,10
227,    0.000000,20
228,    0.000000,35
229,    0.000000,56
230,    0.000000,84
231,************,120
232,    0.000000,165
233,    0.000000,220
234,    0.000000,286
235,    0.000000,364
236,    0.000000,455
237,    0.000000,0
238,    0.000000,0
239,    0.000000,0
240,    0.000000,0
241,    0.000000,1
242,    0.000000,5
243,    0.000000,15
244,    0.000000,35
245,    0.000000,70
246,    0.000000,126
247,    0.000000,210
248,    0.000000,330
249,    0.000000,495
250,    0.000000,715
251,    0.000000,1001
252,    0.000000,1365
253,    0.000000,0
254,    0.000000,0
255,    0.000000,0
256,    0.000000,0
257,    0.000000,0
258,    0.000000,1
259,    0.000000,6
260,    0.000000,21
261,    0.000000,56
262,    0.000000,126
263,    0.000000,252
264,    0.000000,462
265,    0.000000,792
266,    0.000000,1287
267,    0.000000,2002
268,    0.000000,3003
269,    0.000000,0
270,    0.000000,0
271,    0.000000,0
272,    0.000000,0
273,    0.000000,0
274,    0.000000,0
275,    0.000000,1
276,    0.000000,7
277,    0.000000,28
278,    0.000000,84
279,    0.000000,210
280,    0.000000,462
281,    0.000000,924
282,    0.000000,1716
283,    0.000000,3003
284,    0.000000,5005
285,    0.000000,0
286,    0.000000,0
287,    0.000000,0
288,    0.000000,0
289,    0.000000,0
290,    0.000000,0
291,    0.000000,0
292,    0.000000,1
293,    0.000000,8
294,    0.000000,36
295,    0.000000,120
296,    0.000000,330
297,    0.000000,792
298,    0.000000,1716
299,    0.000000,3432
300,    0.000000,6435
301,    0.000000,0
302,    0.000000,0
303,    0.000000,0
304,    0.000000,0
305,    0.000000,0
306,    0.000000,0
307,    0.000000,0
308,    0.000000,0
309,    0.000000,1
310,    0.000000,9
311,    0.000000,45
312,    0.000000,165
313,    0.000000,495
314,    0.000000,1287
315,    0.000000,3003
316,    0.000000,6435
317,    0.000000,0
318,    0.000000,0
319,    0.000000,0
320,    0.000000,0
321,    0.000000,0
322,    0.000000,0
323,    0.000000,0
324,    0.000000,0
325,    0.000000,0
326,    0.000000,1
327,    0.000000,10
328,    0.000000,55
329,    0.000000,220
330,    0.000000,715
331,    0.000000,2002
332,    0.000000,5005
333,    0.000000,0
334,    0.000000,0
335,    0.000000,0
336,    0.000000,0
337,    0.000000,0
338,    0.000000,0
339,    0.000000,0
340,    0.000000,0
341,    0.000000,0
342,    0.000000,0
343,    0.000000,1
344,    0.000000,11
345,    0.000000,66
346,    0.000000,286
347,    0.000000,1001
348,    0.000000,3003
349,    0.000000,0
350,    0.000000,0
351,    0.000000,0
352,    0.000000,0
353,    0.000000,0
354,    0.000000,0
355,    0.000000,0
356,    0.000000,0
357,    0.000000,0
358,    0.000000,0
359,    0.000000,0
360,    0.000000,1
361,    0.000000,12
362,    0.000000,78
363,    0.000000,364
364,    0.000000,1365
365,    0.000000,0
366,    0.000000,0
367,    0.000000,0
368,    0.000000,0
369,    0.000000,0
370,    0.000000,0
371,    0.000000,0
372,    0.000000,0
373,    0.000000,0
374,    0.000000,0
375,    0.000000,0
376,    0.000000,0
377,    0.000000,1
378,    0.000000,13
379,    0.000000,91
380,    0.000000,455
381,    0.000000,0
382,    0.000000,0
383,    0.000000,0
384,    0.000000,0
385,    0.000000,0
386,    0.000000,0
387,    0.000000,0
388,    0.000000,0
