1,    7.327487,
2,    4.245075,
3,    1.287385,
4,   -1.456926,
5,   -3.920626,
6,   -5.981174,
7,   -7.777852,
8,   -8.752842,
9,   -9.407463,
10,   -9.710982,
11,    0.000000,
12,    0.000000,
13,************,
14,    0.000000,
15,    0.000000,
16,    0.000000,
17,    0.000000,
18,    0.000000,
19,************,
20,    0.000000,
21,************,
