4,0,2,6
6,2,0,4
-6,2,0,4
-4,0,2,6
0,-4,6,2
2,-6,4,0
4,0,-2,6
6,-2,0,4
-6,-2,0,4
-4,0,-2,6
-2,-6,4,0
0,-4,-6,2
0,-4,6,-2
2,-6,-4,0
-2,-6,-4,0
0,-4,-6,-2
-6,2,6,2
-2,6,2,6
-2,2,6,6
0,4,6,6
2,2,-6,6
2,6,-2,6
2,-6,2,6
2,-2,6,6
4,0,6,6
6,2,-6,2
6,-6,2,2
6,-2,6,2
-4,0,6,6
-2,2,4,8
-2,2,8,4
0,4,-6,6
0,-4,6,6
2,2,-8,4
2,2,-4,8
2,-2,4,8
2,-2,8,4
4,0,-6,6
4,-8,2,2
6,-6,0,4
6,-6,4,0
8,-4,2,2
-6,-2,-6,2
-6,-6,-2,2
-6,-6,0,4
-6,-6,2,-2
-6,-6,4,0
-6,-2,6,-2
-4,0,-6,6
-2,-2,-6,6
-2,-6,-2,6
-2,-6,2,-6
0,-4,-6,6
2,-6,-2,-6
6,-2,-6,-2
6,-6,-4,0
6,-6,-2,-2
6,-6,0,-4
2,6,6,6
6,6,2,6
6,2,6,6
-8,-4,-2,2
-8,-4,2,-2
-6,-6,-4,0
-6,-6,0,-4
-4,-8,-2,2
-4,-8,2,-2
-2,-2,-8,4
-2,-2,-4,8
4,-8,-2,-2
8,-4,-2,-2
-10,2,2,2
-2,2,2,10
-2,2,10,2
2,2,-10,2
2,2,-2,10
2,-10,2,2
2,-2,2,10
2,-2,10,2
10,2,-2,2
10,-2,2,2
-6,2,-6,6
-6,6,-2,6
-6,-6,2,6
-6,-6,6,2
-6,-2,6,6
-2,6,-6,6
-2,-6,6,6
2,-6,-6,6
2,-6,6,-6
6,-6,-6,2
6,-2,-6,6
6,-6,-2,6
6,-6,2,-6
6,-6,6,-2
-10,-2,-2,2
-10,-2,2,-2
-2,-2,-10,2
-2,-10,-2,2
-2,-2,-2,10
-2,-10,2,-2
-2,-2,10,-2
2,-2,-10,-2
2,-10,-2,-2
10,-2,-2,-2
0,4,6,10
2,2,0,12
4,0,10,6
6,6,4,8
8,4,6,6
12,0,2,2
-6,-6,-6,-2
-6,-6,-2,-6
-2,-6,-6,-6
-12,0,2,2
-4,0,10,6
-2,2,0,12
0,4,-6,10
0,-12,2,2
0,-4,6,10
2,-2,0,12
2,-2,12,0
4,0,-10,6
6,-10,0,4
10,-6,4,0
12,0,-2,2
-12,0,-2,2
-10,-6,4,0
-8,4,-6,6
-8,-4,6,6
-6,6,-4,8
-6,-10,0,4
-6,-6,4,8
-6,-6,8,4
-4,0,-10,6
-4,-8,6,6
-2,-2,0,12
-2,-2,12,0
0,-4,-6,10
0,-12,-2,2
0,-12,2,-2
2,-2,-12,0
4,-8,-6,6
4,-8,6,-6
6,-6,-8,4
6,-6,-4,8
6,-10,0,-4
6,-6,8,-4
8,-4,-6,6
10,-6,-4,0
2,6,0,12
4,8,2,10
10,2,8,4
12,0,6,2
-10,-6,-4,0
-6,-10,0,-4
-2,-2,-12,0
0,-12,-2,-2
-12,0,6,2
-2,6,0,12
0,-12,2,6
2,-6,0,12
6,-2,12,0
12,0,-6,2
6,6,6,10
6,6,10,6
10,6,6,6
-6,-6,-8,-4
-4,-8,-6,-6
-12,0,-6,2
-10,2,-8,4
-10,-2,8,4
-8,-4,10,2
-6,-2,12,0
-4,8,-2,10
-4,-8,2,10
-2,-6,0,12
-2,-10,4,8
0,-12,-2,6
0,-12,2,-6
2,-10,-4,8
2,-10,4,-8
4,-8,-2,10
6,-2,-12,0
8,-4,-10,2
8,-4,10,-2
10,-2,-8,4
-6,-2,-12,0
0,-12,-2,-6
2,10,0,12
2,6,8,12
6,2,12,8
12,0,10,2
-10,6,-6,6
-10,-6,6,6
-6,6,-10,6
-6,6,-6,10
-6,-10,6,6
-6,-6,6,10
-6,-6,10,6
6,-6,-10,6
6,-10,-6,6
6,-6,-6,10
6,-10,6,-6
6,-6,10,-6
10,-6,-6,6
10,-6,6,-6
-8,-4,-10,-2
-2,-10,-4,-8
-12,0,10,2
-2,10,0,12
0,-12,2,10
2,-10,0,12
10,-2,12,0
12,0,-10,2
6,6,8,12
6,6,12,8
-12,0,-10,2
-12,-8,6,2
-10,-2,12,0
-8,-12,2,6
-6,2,-12,8
-6,-2,12,8
-2,6,-8,12
-2,-10,0,12
-2,-6,8,12
0,-12,-2,10
0,-12,2,-10
2,-6,-8,12
6,-2,-12,8
8,-12,-2,6
8,-12,2,-6
10,-2,-12,0
12,-8,-6,2
12,-8,6,-2
-10,-6,-6,-6
-6,-6,-10,-6
-6,-10,-6,-6
-10,-2,-12,0
0,-12,-2,-10
-12,-8,6,6
-8,-12,6,6
-6,6,-12,8
-6,6,-8,12
-6,-6,8,12
-6,-6,12,8
6,-6,-12,8
6,-6,-8,12
8,-12,-6,6
8,-12,6,-6
12,-8,-6,6
12,-8,6,-6
-12,-8,-6,-2
-8,-12,-2,-6
-12,-8,-6,-6
-8,-12,-6,-6
